
input orientation, VRS
DMU,Efficiency,Holidays Taken,DeadlinesMissed,Manager Score,Experience(yrs),EOY(points),TaskAssigned,DeadlinesMet,EOM points (agg),TaskCompleted,number of EOM,VRS
103.000000,1.000000,0.038462,0.000000,0.011541,0.000000,0.000000,0.003470,0.000948,0.000000,0.000000,0.000000,-1.709156
104.000000,1.000000,0.015591,0.003460,0.000000,0.000000,0.000000,0.002531,0.002541,0.000776,0.000000,0.000000,-1.435637
105.000000,0.135871,0.014682,0.001187,0.000000,0.000000,0.000000,0.000133,0.000000,0.000098,0.000000,0.000000,0.049994
106.000000,0.358730,0.000000,0.027027,0.000000,0.497997,0.000000,0.002153,0.004452,0.000000,0.000000,0.198581,-16.242761
107.000000,1.000000,0.032856,0.014689,0.000000,0.000000,0.042087,0.000000,0.000000,0.000027,0.000000,0.000000,-2.917539
108.000000,1.000000,0.003519,0.003106,0.007363,0.000000,0.017147,0.020961,0.000000,0.000000,0.000000,0.000000,-9.095031
109.000000,0.581731,0.006278,0.099339,0.000000,0.000000,0.000714,0.000000,0.000000,0.000898,0.000000,0.034564,-0.558476
110.000000,0.186813,0.000000,0.010989,0.017094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.488401
111.000000,1.000000,0.019608,0.264951,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112.000000,0.924610,0.025641,0.000000,0.000000,0.143212,0.000000,0.001589,0.024809,0.000832,0.000000,1.960167,-28.687560
113.000000,0.185788,0.003737,0.070793,0.000000,0.011120,0.000000,0.000000,0.000000,0.000129,0.000000,0.000000,-0.065051
114.000000,0.323265,0.007171,0.059617,0.005723,0.000000,0.000000,0.000000,0.000000,0.000240,0.000000,0.000000,-0.215814
115.000000,1.000000,0.011698,0.015145,0.000000,0.222476,0.000000,0.001954,0.000000,0.000134,0.000000,0.000000,-6.172129
116.000000,0.216989,0.005483,0.045710,0.015655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.972786
117.000000,1.000000,0.032258,0.000000,0.000000,0.000000,0.018621,0.001003,0.000000,0.002918,0.000000,0.000000,-4.043760
118.000000,1.000000,0.047619,0.238095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
119.000000,1.000000,0.051282,0.003205,0.000000,0.000000,0.048077,0.000000,0.000000,0.000000,0.000000,0.201923,-5.105769
120.000000,0.207863,0.024997,0.002347,0.000000,0.000000,0.006246,0.000000,0.000000,0.000165,0.000000,0.000000,-0.325131
121.000000,1.000000,0.005111,0.127339,0.119123,0.000000,0.008217,0.000000,0.000000,0.000000,0.000000,0.000000,-10.082599
122.000000,0.086254,0.011602,0.000435,0.000000,0.000000,0.000000,0.000393,0.000000,0.000000,0.000000,0.000000,-0.028189
123.000000,0.062816,0.010108,0.000722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062816
124.000000,1.000000,0.029154,0.003727,0.000000,0.023571,0.038068,0.000000,0.000000,0.000145,0.000000,0.000000,-3.293821
125.000000,0.923556,0.116441,0.009782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000526,0.000000,0.000000,0.684357
126.000000,0.215484,0.003256,0.022117,0.000000,0.000000,0.000000,0.001133,0.000000,0.000000,0.000000,0.128788,-1.358606
127.000000,0.421783,0.006875,0.009040,0.000000,0.000000,0.000000,0.001365,0.000000,0.000482,0.000000,0.000000,-0.474231
128.000000,0.600000,0.096552,0.006897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000
129.000000,1.000000,0.005566,0.001239,0.007868,0.000000,0.000000,0.002270,0.003031,0.001307,0.000000,0.000000,-2.811697
130.000000,0.199101,0.004778,0.034178,0.000000,0.000000,0.001057,0.000053,0.000000,0.000215,0.000000,0.000000,0.020665
131.000000,1.000000,0.011474,0.016560,0.000000,0.241783,0.000000,0.001530,0.000000,0.000000,0.000000,0.000000,-6.553291
132.000000,0.127935,0.004130,0.004504,0.000000,0.000000,0.000000,0.000646,0.000000,0.000371,0.000000,0.000000,-0.329561
133.000000,1.000000,0.005810,0.000814,0.000000,0.030579,0.000000,0.005719,0.003372,0.000000,0.000000,0.092085,-3.820052
134.000000,1.000000,0.028864,0.003297,0.000000,0.112593,0.004060,0.007190,0.000000,0.000372,0.000000,0.000000,-4.891567
135.000000,0.171928,0.018510,0.001817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027708,-0.132864
136.000000,1.000000,0.018456,0.003390,0.000000,0.000000,0.000000,0.000000,0.001774,0.000000,0.005981,0.000000,-1.785290
137.000000,1.000000,0.013261,0.002250,0.010679,0.009592,0.016564,0.008688,0.002430,0.000519,0.000000,0.000000,-5.166964
138.000000,1.000000,0.009864,0.005475,0.000000,0.000000,0.007635,0.004013,0.001952,0.000468,0.000000,0.000000,-2.005715
139.000000,1.000000,0.062254,0.063239,0.000000,0.000000,0.100023,0.000000,0.000000,0.000416,0.000000,0.031387,-7.255524
140.000000,1.000000,0.006118,0.001043,0.002513,0.028375,0.000000,0.001614,0.005015,0.000000,0.000000,0.552535,-7.711618
141.000000,1.000000,0.005506,0.001727,0.008722,0.000000,0.000000,0.003650,0.004148,0.001784,0.000000,0.033148,-4.115206
142.000000,0.460686,0.009486,0.000296,0.000000,0.000000,0.000000,0.000000,0.011246,0.000000,0.000000,0.262598,-4.987528
143.000000,0.083892,0.005165,0.007140,0.000000,0.000000,0.000000,0.000868,0.000000,0.000201,0.000000,0.000000,-0.182861
144.000000,0.305300,0.004344,0.002781,0.000000,0.000000,0.000000,0.000000,0.002123,0.000901,0.000000,0.000000,-1.030380
145.000000,1.000000,0.017500,0.004657,0.000000,0.000000,0.000000,0.002911,0.000820,0.003899,0.000000,0.023440,-4.284460
146.000000,0.327960,0.005317,0.044203,0.004243,0.000000,0.000000,0.000000,0.000000,0.000178,0.000000,0.000000,-0.160015
147.000000,0.233333,0.011111,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233333
148.000000,0.453220,0.016008,0.064968,0.000307,0.000000,0.000000,0.000000,0.000000,0.000392,0.000000,0.000000,0.235978
149.000000,0.153611,0.009615,0.000000,0.017903,0.000000,0.000000,0.003937,0.000000,0.000818,0.000000,0.000000,-3.198101
150.000000,0.502623,0.010645,0.000771,0.000000,0.000000,0.000000,0.000000,0.004937,0.000000,0.000000,0.646560,-7.744832
151.000000,1.000000,0.007692,0.000000,0.000000,0.121469,0.094598,0.049257,0.000000,0.007946,0.000000,0.247820,-34.868321
152.000000,1.000000,0.093721,0.002114,0.021689,0.000000,0.000000,0.008275,0.004032,0.000477,0.000000,0.000000,-4.086842
153.000000,0.498608,0.047120,0.001415,0.000000,0.000000,0.000000,0.000564,0.000000,0.001004,0.000000,0.000000,-0.594635
154.000000,1.000000,0.015385,0.000000,0.000000,0.011065,0.000000,0.033268,0.000000,0.000617,0.000000,0.367344,-15.670945
155.000000,0.064684,0.010409,0.000743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064684
156.000000,0.575221,0.089625,0.000174,0.016819,0.048291,0.000000,0.003370,0.000000,0.000000,0.000000,0.000000,-2.794220
157.000000,0.274269,0.009836,0.005993,0.000000,0.000000,0.000000,0.000000,0.004488,0.002013,0.000000,0.000000,-2.259791
158.000000,1.000000,0.021966,0.000440,0.029934,0.160689,0.161228,0.000000,0.000000,0.000000,0.000000,0.000000,-20.007431
159.000000,0.108341,0.005235,0.003177,0.000000,0.000000,0.000000,0.001105,0.000000,0.000000,0.000000,0.000000,-0.237478
160.000000,0.080695,0.007857,0.000901,0.000000,0.000000,0.000000,0.000329,0.000000,0.000000,0.000000,0.037436,-0.370036
161.000000,1.000000,0.013158,0.000000,0.000000,0.106493,0.000000,0.003349,0.000000,0.000000,0.005480,0.000000,-4.968654
162.000000,0.671412,0.009342,0.001543,0.000000,0.009553,0.033508,0.002644,0.000000,0.000000,0.000000,0.000000,-3.495539
163.000000,1.000000,0.081538,0.007718,0.000000,0.000000,0.020347,0.000106,0.000000,0.000564,0.000000,0.000000,-1.086994
164.000000,1.000000,0.018519,0.000000,0.008085,0.000000,0.015174,0.000000,0.009938,0.000559,0.000000,0.000000,-3.998957
165.000000,1.000000,0.016949,0.000000,0.000000,0.000000,0.017841,0.000000,0.000000,0.000958,0.003980,0.000000,-2.783186
166.000000,0.047129,0.007584,0.000542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047129
167.000000,1.000000,0.007353,0.000000,0.000000,2.546710,0.000000,0.000000,0.089465,0.015586,0.000000,0.000000,-103.664600
168.000000,1.000000,0.016346,0.002304,0.000880,0.002273,0.030532,0.004384,0.000000,0.000224,0.000000,0.000000,-3.431552
169.000000,1.000000,0.006944,0.000000,0.000000,0.000000,0.480307,0.000000,0.009510,0.001653,0.000000,0.135167,-49.684537
170.000000,1.000000,0.020662,0.000411,0.000000,0.061855,0.014148,0.002636,0.000000,0.004294,0.000000,0.000000,-7.083136
171.000000,1.000000,0.009691,0.000424,0.010700,0.000000,0.000000,0.002681,0.000000,0.011079,0.000000,0.029599,-13.390672
172.000000,1.000000,0.161379,0.010576,0.000000,0.000000,0.000000,0.000000,0.000667,0.001199,0.001401,0.000000,0.394844
173.000000,1.000000,0.055437,0.000119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000336,0.003673,0.143843,-1.903964
174.000000,0.560857,0.001411,0.224953,0.000000,0.026164,0.000000,0.004012,0.000000,0.000000,0.000000,0.069457,-1.633101
175.000000,1.000000,0.045406,0.004576,0.000000,0.000000,0.000000,0.000000,0.004177,0.004436,0.003770,0.000000,-4.631920
176.000000,0.160860,0.017050,0.004448,0.000000,0.045219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.060045
177.000000,0.179039,0.005628,0.001767,0.000000,0.000000,0.014816,0.001452,0.000000,0.000082,0.000000,0.018040,-1.607285
178.000000,0.075389,0.008796,0.000653,0.000000,0.000000,0.000000,0.000076,0.000036,0.000065,0.000000,0.000000,0.021522
179.000000,1.000000,0.012048,0.000000,0.046532,0.082432,0.093734,0.000000,0.000000,0.000000,0.000000,0.000000,-13.789131
180.000000,0.350996,0.000000,0.055556,0.035715,0.000000,0.000000,0.002259,0.000000,0.000400,0.000000,0.088796,-4.269514
181.000000,0.196116,0.008855,0.035936,0.000170,0.000000,0.000000,0.000000,0.000000,0.000217,0.000000,0.000000,0.130526
182.000000,0.134052,0.003082,0.038521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023112,-0.073960
183.000000,1.000000,0.006297,0.097118,0.000000,0.000000,0.002402,0.007852,0.000000,0.000000,0.000000,1.587701,-18.530495
184.000000,0.918128,0.020316,0.008039,0.000000,0.000000,0.033860,0.001044,0.000000,0.000000,0.000000,0.220634,-4.669674
185.000000,1.000000,0.003573,0.016987,0.000000,0.105912,1.060389,0.006641,0.000000,0.000000,0.000000,0.000638,-107.539560
186.000000,0.138068,0.015091,0.002328,0.000000,0.000000,0.000000,0.000269,0.000000,0.000137,0.000000,0.000000,0.018407
187.000000,1.000000,0.006122,0.001604,0.000000,0.012303,0.000000,0.000000,0.007163,0.000980,0.000000,0.044187,-2.774164
188.000000,0.538452,0.021213,0.003260,0.000000,0.000000,0.000000,0.000000,0.003837,0.002353,0.000000,0.009214,-2.447519
189.000000,0.238025,0.011624,0.007436,0.003636,0.000000,0.019467,0.000000,0.000000,0.000000,0.000000,0.008103,-1.706326
190.000000,1.000000,0.023843,0.000815,0.000000,0.000917,0.023538,0.000000,0.000000,0.000000,0.000000,0.101793,-2.579274
191.000000,0.241829,0.004200,0.001753,0.000000,0.002276,0.004832,0.003276,0.000883,0.000000,0.000000,0.000000,-1.424046
192.000000,0.337104,0.003387,0.003495,0.009242,0.032044,0.002666,0.005446,0.000518,0.000000,0.000000,0.000000,-3.170995
193.000000,0.216214,0.023887,0.001690,0.000553,0.000000,0.000000,0.000233,0.000000,0.000152,0.000000,0.000000,0.036533
194.000000,1.000000,0.006541,0.005859,0.000000,0.311999,0.005330,0.000000,0.007185,0.000000,0.000000,0.000000,-10.143307
195.000000,0.210073,0.005600,0.002482,0.000000,0.049838,0.000000,0.001466,0.000000,0.000925,0.000000,0.000000,-2.331424
196.000000,0.092373,0.002195,0.002612,0.000000,0.000000,0.000000,0.000407,0.000000,0.000079,0.000000,0.000000,-0.088053
197.000000,0.198090,0.021327,0.002093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031925,-0.153081
198.000000,1.000000,0.026883,0.091383,0.000000,0.000000,0.000000,0.000000,0.000000,0.001230,0.002698,0.000000,-0.338295
199.000000,0.144451,0.005424,0.003423,0.002242,0.000000,0.008894,0.000000,0.000000,0.000000,0.000000,0.004673,-0.829946
input orientation, CRS
DMU,Efficiency,Holidays Taken,DeadlinesMissed,Manager Score,Experience(yrs),EOY(points),TaskAssigned,DeadlinesMet,EOM points (agg),TaskCompleted,number of EOM
1.000000,0.369189,0.027538,0.002098,0.000000,0.000000,0.000859,0.000313,0.000000,0.000215,0.000000,0.000000
2.000000,0.396910,0.036069,0.002416,0.000000,0.002467,0.000000,0.000369,0.000000,0.000286,0.000000,0.000000
3.000000,0.125258,0.002762,0.016502,0.000000,0.000000,0.000000,0.000224,0.000000,0.000115,0.000000,0.000000
4.000000,0.581929,0.006085,0.166381,0.000000,0.000000,0.000000,0.000385,0.000000,0.000497,0.000000,0.000000
5.000000,0.076292,0.009578,0.000866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000,0.006455
6.000000,0.133190,0.002007,0.014247,0.000000,0.000000,0.000473,0.000045,0.000000,0.000096,0.000000,0.000000
7.000000,0.484387,0.009166,0.110222,0.000000,0.000000,0.002486,0.000000,0.000000,0.000000,0.000000,0.022138
8.000000,0.160689,0.004771,0.017653,0.000000,0.000000,0.000000,0.000267,0.000000,0.000173,0.000000,0.000000
9.000000,0.182078,0.004636,0.017155,0.000000,0.000000,0.000000,0.000259,0.000000,0.000168,0.000000,0.000000
10.000000,0.094252,0.006354,0.001442,0.000000,0.000000,0.000000,0.000146,0.000000,0.000068,0.000000,0.000000
